lcl|NC_015762.1_mrna_XM_012316519.2_1	LOC100649911
lcl|NC_015768.1_mrna_XM_003396413.3_7645	LOC100651159
lcl|NC_015768.1_mrna_XM_003396377.3_7646	LOC100647027
lcl|NC_015768.1_mrna_XM_020864047.1_7647	LOC100650883
lcl|NC_015768.1_mrna_XM_003396411.3_7648	LOC100650883
lcl|NC_015768.1_mrna_XM_012309734.2_7649	LOC100650883
lcl|NC_015768.1_mrna_XM_020864046.1_7650	LOC100650883
lcl|NC_015768.1_mrna_XM_012309733.2_7651	LOC100650883
lcl|NC_015768.1_mrna_XM_012309732.2_7652	LOC100650883
lcl|NC_015768.1_mrna_XM_012309731.2_7653	LOC100650883
lcl|NC_015768.1_mrna_XM_012309735.2_7654	LOC100650883
lcl|NC_015768.1_mrna_XM_012309739.2_7655	LOC100651283
lcl|NC_015768.1_mrna_XM_012309741.2_7656	LOC100651283
lcl|NC_015768.1_mrna_XM_020864044.1_7657	LOC100651283
lcl|NC_015768.1_mrna_XM_020864043.1_7658	LOC100651283
lcl|NC_015768.1_mrna_XM_020864042.1_7659	LOC100651283
lcl|NC_015768.1_mrna_XM_020864045.1_7660	LOC100651283
lcl|NC_015768.1_ncrna_XR_002307959.1_7661	LOC110119471
lcl|NC_015768.1_mrna_XM_020863568.1_7662	LOC100651404
lcl|NC_015768.1_mrna_XM_012309745.2_7663	LOC100651524
lcl|NC_015768.1_mrna_XM_012309744.1_7664	LOC100651524
lcl|NC_015768.1_mrna_XM_020863567.1_7665	LOC100651524
lcl|NC_015768.1_mrna_XM_020863994.1_7666	LOC100647147
lcl|NC_015768.1_mrna_XM_020863566.1_7667	LOC100651641
lcl|NC_015768.1_mrna_XM_003396415.3_7668	LOC100651641
lcl|NC_015768.1_mrna_XM_012309751.2_7669	LOC105665866
lcl|NC_015768.1_mrna_XM_012309750.2_7670	LOC105665866
lcl|NC_015768.1_mrna_XM_012309752.2_7671	LOC105665866
lcl|NC_015768.1_mrna_XM_012309760.2_7672	LOC100651954
lcl|NC_015768.1_mrna_XM_003396418.3_7673	LOC100652075
lcl|NC_015768.1_mrna_XM_012309758.2_7674	LOC100652193
lcl|NC_015768.1_mrna_XM_003396420.3_7675	LOC100652313
lcl|NC_015768.1_mrna_XM_012309757.2_7676	LOC100652313
lcl|NC_015768.1_mrna_XM_003396421.3_7677	LOC100642284
lcl|NC_015768.1_mrna_XM_012309754.2_7678	LOC100642284
lcl|NC_015768.1_mrna_XM_012309755.2_7679	LOC100642284
lcl|NC_015768.1_mrna_XM_012309756.2_7680	LOC100642284
lcl|NC_015768.1_ncrna_XR_002307802.1_7681	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307801.1_7682	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307805.1_7683	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307803.1_7684	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307804.1_7685	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307807.1_7686	LOC105665867
lcl|NC_015768.1_ncrna_XR_002307806.1_7687	LOC105665867
lcl|NC_015768.1_mrna_XM_012309761.2_7688	LOC100642808
lcl|NC_015768.1_mrna_XM_003396422.3_7689	LOC100642808
lcl|NC_015768.1_mrna_XM_012309762.2_7690	LOC100642808
lcl|NC_015768.1_mrna_XM_003396190.3_7691	LOC100644017
lcl|NC_015768.1_mrna_XM_020864011.1_7692	LOC100644017
lcl|NC_015768.1_mrna_XM_012309764.2_7693	LOC100644131
lcl|NC_015768.1_mrna_XM_003396191.3_7694	LOC100644131
lcl|NC_015768.1_mrna_XM_012309767.2_7695	LOC100644131
lcl|NC_015768.1_mrna_XM_012309765.2_7696	LOC100644131
lcl|NC_015768.1_mrna_XM_012309766.2_7697	LOC100644131
lcl|NC_015768.1_mrna_XM_020864010.1_7698	LOC100644131
lcl|NC_015768.1_mrna_XM_012310071.2_7699	LOC105665893
lcl|NC_015768.1_mrna_XM_003396194.3_7700	LOC100644439
lcl|NC_015768.1_ncrna_XR_002307947.1_7701	LOC110119451
lcl|NC_015768.1_mrna_XM_012309771.2_7702	LOC100644557
lcl|NC_015768.1_mrna_XM_020863945.1_7703	LOC100644557
lcl|NC_015768.1_mrna_XM_012309770.2_7704	LOC100644678
lcl|NC_015768.1_mrna_XM_020863948.1_7705	LOC100644802
lcl|NC_015768.1_mrna_XM_003396197.3_7706	LOC100644802
lcl|NC_015768.1_mrna_XM_003396199.3_7707	LOC100644802
lcl|NC_015768.1_mrna_XM_003396198.3_7708	LOC100644802
lcl|NC_015768.1_mrna_XM_012309772.2_7709	LOC100645081
lcl|NC_015768.1_mrna_XM_012309773.2_7710	LOC100645196
lcl|NC_015768.1_mrna_XM_020863946.1_7711	LOC100645196
lcl|NC_015768.1_ncrna_XR_001098802.2_7712	LOC105665869
lcl|NC_015768.1_ncrna_XR_001098801.2_7713	LOC105665869
lcl|NC_015768.1_mrna_XM_012309774.2_7714	LOC100645325
lcl|NC_015768.1_mrna_XM_012309775.2_7715	LOC100645325
lcl|NC_015768.1_mrna_XM_012310072.1_7716	LOC105665894
lcl|NC_015768.1_mrna_XM_020863950.1_7717	LOC100645446
lcl|NC_015768.1_mrna_XM_003396202.3_7718	LOC100645560
lcl|NC_015768.1_mrna_XM_003396203.3_7719	LOC100645676
lcl|NC_015768.1_mrna_XM_003396205.3_7720	LOC100645909
lcl|NC_015768.1_mrna_XM_012309776.2_7721	LOC100645909
lcl|NC_015768.1_mrna_XM_003396207.3_7722	LOC100646143
lcl|NC_015768.1_mrna_XM_012309779.2_7723	LOC100646022
lcl|NC_015768.1_mrna_XM_012309780.2_7724	LOC100646022
lcl|NC_015768.1_mrna_XM_020863563.1_7725	LOC100647263
lcl|NC_015768.1_mrna_XM_012309783.2_7726	LOC100647263
lcl|NC_015768.1_mrna_XM_012309784.2_7727	LOC100647263
lcl|NC_015768.1_ncrna_XR_001098803.2_7728	LOC105665871
lcl|NC_015768.1_mrna_XM_003396208.3_7729	LOC100646344
lcl|NC_015768.1_mrna_XM_012309785.2_7730	LOC100646344
lcl|NC_015768.1_mrna_XM_020863747.1_7731	LOC110119412
lcl|NC_015768.1_ncrna_XR_002307858.1_7732	LOC110119413
lcl|NC_015768.1_ncrna_XR_002307856.1_7733	LOC110119413
lcl|NC_015768.1_ncrna_XR_002307855.1_7734	LOC110119413
lcl|NC_015768.1_ncrna_XR_002307857.1_7735	LOC110119413
lcl|NC_015768.1_mrna_XM_020863780.1_7736	LOC110119420
lcl|NC_015768.1_mrna_XM_012309790.2_7737	LOC100646467
lcl|NC_015768.1_mrna_XM_012309791.2_7738	LOC100646467
lcl|NC_015768.1_mrna_XM_020863981.1_7739	LOC100646467
lcl|NC_015768.1_mrna_XM_012309786.2_7740	LOC100646586
lcl|NC_015768.1_mrna_XM_020863989.1_7741	LOC100646586
lcl|NC_015768.1_mrna_XM_020863982.1_7742	LOC100647619
lcl|NC_015768.1_mrna_XM_020863987.1_7743	LOC100647619
lcl|NC_015768.1_mrna_XM_020863983.1_7744	LOC100647619
lcl|NC_015768.1_mrna_XM_020863986.1_7745	LOC100647619
lcl|NC_015768.1_mrna_XM_020863984.1_7746	LOC100647619
lcl|NC_015768.1_mrna_XM_020863985.1_7747	LOC100647619
lcl|NC_015768.1_mrna_XM_020863988.1_7748	LOC100647619
lcl|NC_015768.1_mrna_XM_012310075.1_7749	LOC105665895
lcl|NC_015768.1_mrna_XM_012309792.2_7750	LOC100647500
lcl|NC_015768.1_mrna_XM_003396219.3_7751	LOC100647618
lcl|NC_015768.1_mrna_XM_012309795.1_7752	LOC100647146
lcl|NC_015768.1_mrna_XM_003396215.3_7753	LOC100647146
lcl|NC_015768.1_mrna_XM_012309794.2_7754	LOC100647146
lcl|NC_015768.1_mrna_XM_003396214.3_7755	LOC100647026
lcl|NC_015768.1_mrna_XM_012309797.2_7756	LOC100647026
lcl|NC_015768.1_mrna_XM_003396216.3_7757	LOC100647262
lcl|NC_015768.1_mrna_XM_012309799.1_7758	LOC100646906
lcl|NC_015768.1_mrna_XM_012309800.2_7759	LOC100646906
lcl|NC_015768.1_mrna_XM_012309807.2_7760	LOC100647380
lcl|NC_015768.1_mrna_XM_012309808.2_7761	LOC100647380
lcl|NC_015768.1_mrna_XM_012309806.2_7762	LOC100647732
lcl|NC_015768.1_mrna_XM_020863991.1_7763	LOC100647732
lcl|NC_015768.1_mrna_XM_012309801.2_7764	LOC100647732
lcl|NC_015768.1_mrna_XM_020863990.1_7765	LOC100647732
lcl|NC_015768.1_mrna_XM_012309803.2_7766	LOC100647732
lcl|NC_015768.1_mrna_XM_012309802.2_7767	LOC100647732
lcl|NC_015768.1_mrna_XM_012309804.2_7768	LOC100647732
lcl|NC_015768.1_mrna_XM_020863992.1_7769	LOC100647849
lcl|NC_015768.1_mrna_XM_012309809.2_7770	LOC100647731
lcl|NC_015768.1_mrna_XM_012309810.2_7771	LOC100647969
lcl|NC_015768.1_mrna_XM_012309811.2_7772	LOC105665872
lcl|NC_015768.1_mrna_XM_012309812.2_7773	LOC105665872
lcl|NC_015768.1_mrna_XM_003396224.3_7774	LOC100648092
lcl|NC_015768.1_mrna_XM_003396223.3_7775	LOC100648092
lcl|NC_015768.1_mrna_XM_003396385.3_7776	LOC100647970
lcl|NC_015768.1_mrna_XM_003396226.3_7777	LOC100648395
lcl|NC_015768.1_mrna_XM_003396225.3_7778	LOC100648278
lcl|NC_015768.1_mrna_XM_020863993.1_7779	LOC100648093
lcl|NC_015768.1_mrna_XM_012309814.2_7780	LOC100648093
lcl|NC_015768.1_mrna_XM_012309815.2_7781	LOC100648093
lcl|NC_015768.1_mrna_XM_012309816.2_7782	LOC100648093
lcl|NC_015768.1_mrna_XM_012309817.2_7783	LOC100648093
lcl|NC_015768.1_ncrna_XR_002307953.1_7784	LOC110119457
lcl|NC_015768.1_mrna_XM_012309819.2_7785	LOC100648512
lcl|NC_015768.1_mrna_XM_003396229.3_7786	LOC100648512
lcl|NC_015768.1_mrna_XM_012309818.2_7787	LOC100648512
lcl|NC_015768.1_mrna_XM_003396227.3_7788	LOC100648512
lcl|NC_015768.1_mrna_XM_012309825.2_7789	LOC100648862
lcl|NC_015768.1_mrna_XM_012309824.2_7790	LOC100648977
lcl|NC_015768.1_mrna_XM_012309822.2_7791	LOC100648977
lcl|NC_015768.1_mrna_XM_012309821.2_7792	LOC100648977
lcl|NC_015768.1_mrna_XM_012309826.2_7793	LOC100649091
lcl|NC_015768.1_mrna_XM_012309827.2_7794	LOC100649331
lcl|NC_015768.1_mrna_XM_012309830.2_7795	LOC100649331
lcl|NC_015768.1_mrna_XM_012309829.2_7796	LOC100649331
lcl|NC_015768.1_mrna_XM_003396234.3_7797	LOC100649331
lcl|NC_015768.1_mrna_XM_012309832.2_7798	LOC100649451
lcl|NC_015768.1_mrna_XM_012309835.2_7799	LOC100649451
lcl|NC_015768.1_mrna_XM_012309834.2_7800	LOC100649451
lcl|NC_015768.1_mrna_XM_012309833.2_7801	LOC100649451
lcl|NC_015768.1_mrna_XM_012309831.2_7802	LOC100649451
lcl|NC_015768.1_mrna_XM_003396243.3_7803	LOC100650362
lcl|NC_015768.1_mrna_XM_012309845.2_7804	LOC100649770
lcl|NC_015768.1_mrna_XM_012309849.2_7805	LOC100649770
lcl|NC_015768.1_mrna_XM_012309850.2_7806	LOC100649770
lcl|NC_015768.1_mrna_XM_012309846.2_7807	LOC100649770
lcl|NC_015768.1_mrna_XM_020863784.1_7808	LOC100649770
lcl|NC_015768.1_mrna_XM_012309839.2_7809	LOC100649770
lcl|NC_015768.1_mrna_XM_020863783.1_7810	LOC100649770
lcl|NC_015768.1_mrna_XM_012309841.2_7811	LOC100649770
lcl|NC_015768.1_mrna_XM_012309852.2_7812	LOC100649770
lcl|NC_015768.1_mrna_XM_012309840.2_7813	LOC100649770
lcl|NC_015768.1_mrna_XM_012309851.2_7814	LOC100649770
lcl|NC_015768.1_mrna_XM_012309838.2_7815	LOC100649770
lcl|NC_015768.1_mrna_XM_012309848.2_7816	LOC100649770
lcl|NC_015768.1_mrna_XM_012309844.2_7817	LOC100649770
lcl|NC_015768.1_mrna_XM_012309843.2_7818	LOC100649770
lcl|NC_015768.1_mrna_XM_012309847.2_7819	LOC100649770
lcl|NC_015768.1_mrna_XM_012309842.2_7820	LOC100649770
lcl|NC_015768.1_mrna_XM_003396239.3_7821	LOC100649881
lcl|NC_015768.1_mrna_XM_003396242.3_7822	LOC100650241
lcl|NC_015768.1_mrna_XM_012309855.1_7823	LOC100650241
lcl|NC_015768.1_mrna_XM_020863855.1_7824	LOC100649996
lcl|NC_015768.1_mrna_XM_020863856.1_7825	LOC100649996
lcl|NC_015768.1_mrna_XM_012309858.2_7826	LOC100650116
lcl|NC_015768.1_ncrna_XR_002307905.1_7827	LOC105665874
lcl|NC_015768.1_ncrna_XR_002307902.1_7828	LOC105665874
lcl|NC_015768.1_ncrna_XR_002307906.1_7829	LOC105665874
lcl|NC_015768.1_ncrna_XR_002307904.1_7830	LOC105665874
lcl|NC_015768.1_ncrna_XR_002307903.1_7831	LOC105665874
lcl|NC_015768.1_ncrna_XR_001098807.2_7832	LOC105665874
lcl|NC_015768.1_mrna_XM_012309857.2_7833	LOC100649576
lcl|NC_015768.1_mrna_XM_003396236.3_7834	LOC100649576
lcl|NC_015768.1_mrna_XM_012309856.2_7835	LOC100649576
lcl|NC_015768.1_miscrna_XR_001098806.2_7836	LOC100649576
lcl|NC_015768.1_ncrna_XR_002307907.1_7837	LOC105665873
lcl|NC_015768.1_ncrna_XR_002307908.1_7838	LOC105665873
lcl|NC_015768.1_ncrna_XR_002307910.1_7839	LOC110119433
lcl|NC_015768.1_ncrna_XR_002307909.1_7840	LOC110119432
lcl|NC_015768.1_mrna_XM_003396247.3_7841	LOC100650810
lcl|NC_015768.1_mrna_XM_020863565.1_7842	LOC100650810
lcl|NC_015768.1_mrna_XM_003396246.3_7843	LOC100650810
lcl|NC_015768.1_ncrna_XR_002307797.1_7844	LOC110119381
lcl|NC_015768.1_ncrna_XR_002307798.1_7845	LOC110119381
lcl|NC_015768.1_ncrna_XR_002307796.1_7846	LOC110119380
lcl|NC_015768.1_ncrna_XR_002307795.1_7847	LOC110119380
lcl|NC_015768.1_ncrna_XR_001098808.2_7848	LOC105665875
lcl|NC_015768.1_ncrna_XR_002307799.1_7849	LOC110119382
lcl|NC_015768.1_mrna_XM_012309859.2_7850	LOC100651201
lcl|NC_015768.1_mrna_XM_003396249.3_7851	LOC100651201
lcl|NC_015768.1_mrna_XM_012309861.2_7852	LOC100651080
lcl|NC_015768.1_mrna_XM_003396248.3_7853	LOC100651080
lcl|NC_015768.1_mrna_XM_012309864.2_7854	LOC100651080
lcl|NC_015768.1_mrna_XM_012309863.2_7855	LOC100651080
lcl|NC_015768.1_mrna_XM_012309862.2_7856	LOC100651080
lcl|NC_015768.1_mrna_XM_003396250.3_7857	LOC100651326
lcl|NC_015768.1_mrna_XM_012309877.2_7858	LOC100651326
lcl|NC_015768.1_mrna_XM_012309876.1_7859	LOC100651326
lcl|NC_015768.1_mrna_XM_012309874.2_7860	LOC100651444
lcl|NC_015768.1_mrna_XM_012309873.2_7861	LOC100651444
lcl|NC_015768.1_mrna_XM_012309872.2_7862	LOC100651444
lcl|NC_015768.1_mrna_XM_012309875.2_7863	LOC100651444
lcl|NC_015768.1_ncrna_XR_002307853.1_7864	LOC105665876
lcl|NC_015768.1_ncrna_XR_002307854.1_7865	LOC105665876
lcl|NC_015768.1_ncrna_XR_001098810.2_7866	LOC105665876
lcl|NC_015768.1_mrna_XM_020863745.1_7867	LOC100652235
lcl|NC_015768.1_mrna_XM_020863744.1_7868	LOC100652235
lcl|NC_015768.1_mrna_XM_003396257.3_7869	LOC100652235
lcl|NC_015768.1_mrna_XM_012309870.2_7870	LOC100652235
lcl|NC_015768.1_mrna_XM_020863742.1_7871	LOC100651681
lcl|NC_015768.1_mrna_XM_012309868.2_7872	LOC100651681
lcl|NC_015768.1_mrna_XM_003396252.3_7873	LOC100651681
lcl|NC_015768.1_mrna_XM_012309869.2_7874	LOC100651681
lcl|NC_015768.1_mrna_XM_012309866.2_7875	LOC100651681
lcl|NC_015768.1_mrna_XM_003396253.3_7876	LOC100651802
lcl|NC_015768.1_mrna_XM_020863741.1_7877	LOC100651802
lcl|NC_015768.1_mrna_XM_003396256.3_7878	LOC100652118
lcl|NC_015768.1_mrna_XM_020863743.1_7879	LOC100652118
lcl|NC_015768.1_mrna_XM_012309879.2_7880	LOC100652118
lcl|NC_015768.1_mrna_XM_020863536.1_7881	LOC100642330
lcl|NC_015768.1_mrna_XM_003396258.3_7882	LOC100642207
lcl|NC_015768.1_miscrna_XR_001098814.2_7883	LOC100642330
lcl|NC_015768.1_mrna_XM_012309887.2_7884	LOC100642330
lcl|NC_015768.1_mrna_XM_012309886.2_7885	LOC100642330
lcl|NC_015768.1_miscrna_XR_001098816.2_7886	LOC100642330
lcl|NC_015768.1_miscrna_XR_001098815.2_7887	LOC100642330
lcl|NC_015768.1_miscrna_XR_002307786.1_7888	LOC100642330
lcl|NC_015768.1_mrna_XM_003396262.3_7889	LOC100642636
lcl|NC_015768.1_mrna_XM_020863534.1_7890	LOC100642636
lcl|NC_015768.1_mrna_XM_012309883.2_7891	LOC100642636
lcl|NC_015768.1_mrna_XM_020863535.1_7892	LOC100642636
lcl|NC_015768.1_mrna_XM_012309882.2_7893	LOC100642636
lcl|NC_015768.1_mrna_XM_012309884.2_7894	LOC100642636
lcl|NC_015768.1_mrna_XM_012309881.2_7895	LOC100642636
lcl|NC_015768.1_mrna_XM_003396263.2_7896	LOC100642880
lcl|NC_015768.1_mrna_XM_012309889.1_7897	LOC100648206
lcl|NC_015768.1_mrna_XM_012309894.2_7898	LOC100642997
lcl|NC_015768.1_mrna_XM_012309893.2_7899	LOC100642997
lcl|NC_015768.1_mrna_XM_012309892.2_7900	LOC100642997
lcl|NC_015768.1_mrna_XM_012309891.2_7901	LOC100642997
lcl|NC_015768.1_mrna_XM_012309890.2_7902	LOC100642997
lcl|NC_015768.1_mrna_XM_003396265.3_7903	LOC100643118
lcl|NC_015768.1_mrna_XM_012309896.2_7904	LOC100643118
lcl|NC_015768.1_mrna_XM_012309897.2_7905	LOC100648321
lcl|NC_015768.1_mrna_XM_012309898.2_7906	LOC100648321
lcl|NC_015768.1_mrna_XM_012309901.2_7907	LOC100643362
lcl|NC_015768.1_mrna_XM_012309900.2_7908	LOC100643362
lcl|NC_015768.1_mrna_XM_003396267.3_7909	LOC100643362
lcl|NC_015768.1_mrna_XM_020863600.1_7910	LOC100648749
lcl|NC_015768.1_mrna_XM_020863599.1_7911	LOC100648749
lcl|NC_015768.1_mrna_XM_003396270.3_7912	LOC100643609
lcl|NC_015768.1_mrna_XM_003396269.3_7913	LOC100643609
lcl|NC_015768.1_miscrna_XR_001098818.2_7914	LOC100643483
lcl|NC_015768.1_mrna_XM_003396268.3_7915	LOC100643483
lcl|NC_015768.1_mrna_XM_012309903.2_7916	LOC100643806
lcl|NC_015768.1_mrna_XM_012309905.2_7917	LOC100648863
lcl|NC_015768.1_mrna_XM_012309906.2_7918	LOC100648863
lcl|NC_015768.1_mrna_XM_012309904.2_7919	LOC100648863
lcl|NC_015768.1_mrna_XM_020863687.1_7920	LOC100643933
lcl|NC_015768.1_mrna_XM_012309907.2_7921	LOC100644059
lcl|NC_015768.1_mrna_XM_003396274.3_7922	LOC100644293
lcl|NC_015768.1_mrna_XM_012309908.2_7923	LOC100644293
lcl|NC_015768.1_mrna_XM_012309910.2_7924	LOC100644403
lcl|NC_015768.1_ncrna_XR_002307836.1_7925	LOC110119398
lcl|NC_015768.1_ncrna_XR_002307835.1_7926	LOC110119398
lcl|NC_015768.1_mrna_XM_020863690.1_7927	LOC100644523
lcl|NC_015768.1_mrna_XM_003396275.3_7928	LOC100644523
lcl|NC_015768.1_mrna_XM_012309909.2_7929	LOC100644523
lcl|NC_015768.1_miscrna_XR_001098820.2_7930	LOC100644523
lcl|NC_015768.1_miscrna_XR_001098819.2_7931	LOC100644523
lcl|NC_015768.1_mrna_XM_003396277.3_7932	LOC100644723
lcl|NC_015768.1_mrna_XM_020863688.1_7933	LOC100644723
lcl|NC_015768.1_mrna_XM_012309911.2_7934	LOC100644723
lcl|NC_015768.1_mrna_XM_012309913.2_7935	LOC100644723
lcl|NC_015768.1_mrna_XM_020863689.1_7936	LOC100644723
lcl|NC_015768.1_mrna_XM_012309917.2_7937	LOC100648978
lcl|NC_015768.1_mrna_XM_003396278.3_7938	LOC100644848
lcl|NC_015768.1_mrna_XM_020863781.1_7939	LOC100645123
lcl|NC_015768.1_mrna_XM_003396281.3_7940	LOC100645123
lcl|NC_015768.1_mrna_XM_012309918.2_7941	LOC100645245
lcl|NC_015768.1_mrna_XM_012309920.2_7942	LOC100645245
lcl|NC_015768.1_mrna_XM_003396284.3_7943	LOC100645373
lcl|NC_015768.1_mrna_XM_003396283.3_7944	LOC100645373
lcl|NC_015768.1_mrna_XM_003396285.3_7945	LOC100645561
lcl|NC_015768.1_mrna_XM_012309922.2_7946	LOC100645561
lcl|NC_015768.1_mrna_XM_012309921.2_7947	LOC100645561
lcl|NC_015768.1_mrna_XM_012309927.2_7948	LOC100645795
lcl|NC_015768.1_mrna_XM_020863669.1_7949	LOC100645795
lcl|NC_015768.1_mrna_XM_012309924.2_7950	LOC100649092
lcl|NC_015768.1_mrna_XM_020863670.1_7951	LOC100649092
lcl|NC_015768.1_mrna_XM_003396289.3_7952	LOC100646023
lcl|NC_015768.1_mrna_XM_012309930.2_7953	LOC105665878
lcl|NC_015768.1_mrna_XM_003396290.3_7954	LOC100646144
lcl|NC_015768.1_mrna_XM_012309932.2_7955	LOC100646258
lcl|NC_015768.1_mrna_XM_012309931.2_7956	LOC100646258
lcl|NC_015768.1_mrna_XM_003396291.3_7957	LOC100646258
lcl|NC_015768.1_mrna_XM_020863652.1_7958	LOC100646258
lcl|NC_015768.1_mrna_XM_012309933.2_7959	LOC100646380
lcl|NC_015768.1_mrna_XM_003396293.3_7960	LOC100646505
lcl|NC_015768.1_mrna_XM_020864021.1_7961	LOC100646505
lcl|NC_015768.1_mrna_XM_003396294.3_7962	LOC100646623
lcl|NC_015768.1_mrna_XM_003396299.3_7963	LOC100647184
lcl|NC_015768.1_mrna_XM_003396295.3_7964	LOC100646740
lcl|NC_015768.1_mrna_XM_012309936.2_7965	LOC100646740
lcl|NC_015768.1_mrna_XM_012309935.2_7966	LOC100646740
lcl|NC_015768.1_mrna_XM_020863919.1_7967	LOC100646740
lcl|NC_015768.1_mrna_XM_003396298.2_7968	LOC100647064
lcl|NC_015768.1_mrna_XM_012309937.2_7969	LOC100647297
lcl|NC_015768.1_mrna_XM_003396301.3_7970	LOC100647420
lcl|NC_015768.1_mrna_XM_012309941.2_7971	LOC100647420
lcl|NC_015768.1_mrna_XM_012309942.2_7972	LOC100647536
lcl|NC_015768.1_mrna_XM_012309943.2_7973	LOC100647656
lcl|NC_015768.1_mrna_XM_003396303.3_7974	LOC100647656
lcl|NC_015768.1_mrna_XM_020863922.1_7975	LOC110119445
lcl|NC_015768.1_mrna_XM_020863921.1_7976	LOC100647899
lcl|NC_015768.1_mrna_XM_003396397.3_7977	LOC100649332
lcl|NC_015768.1_mrna_XM_012309945.2_7978	LOC100649332
lcl|NC_015768.1_mrna_XM_003396304.3_7979	LOC100647774
lcl|NC_015768.1_miscrna_XR_002307825.1_7980	LOC110119393
lcl|NC_015768.1_mrna_XM_020863667.1_7981	LOC110119393
lcl|NC_015768.1_mrna_XM_003396307.3_7982	LOC100648249
lcl|NC_015768.1_ncrna_XR_002307870.1_7983	LOC110119419
lcl|NC_015768.1_ncrna_XR_002307871.1_7984	LOC110119419
lcl|NC_015768.1_ncrna_XR_002307872.1_7985	LOC110119419
lcl|NC_015768.1_ncrna_XR_002307869.1_7986	LOC110119419
lcl|NC_015768.1_ncrna_XR_001098822.2_7987	LOC105665879
lcl|NC_015768.1_ncrna_XR_002307834.1_7988	LOC105665879
lcl|NC_015768.1_ncrna_XR_001098823.2_7989	LOC105665880
lcl|NC_015768.1_ncrna_XR_002307879.1_7990	LOC105665880
lcl|NC_015768.1_ncrna_XR_002307880.1_7991	LOC105665880
lcl|NC_015768.1_ncrna_XR_001098824.2_7992	LOC105665880
lcl|NC_015768.1_ncrna_XR_001098825.2_7993	LOC105665881
lcl|NC_015768.1_mrna_XM_003396308.3_7994	LOC100648361
lcl|NC_015768.1_mrna_XM_003396309.3_7995	LOC100648475
lcl|NC_015768.1_mrna_XM_003396312.3_7996	LOC100648824
lcl|NC_015768.1_mrna_XM_020863612.1_7997	LOC100648596
lcl|NC_015768.1_mrna_XM_003396310.3_7998	LOC100648596
lcl|NC_015768.1_mrna_XM_012309952.2_7999	LOC100648596
lcl|NC_015768.1_mrna_XM_012309951.2_8000	LOC100648596
lcl|NC_015768.1_mrna_XM_003396311.3_8001	LOC100648710
lcl|NC_015768.1_mrna_XM_012309957.2_8002	LOC100649019
lcl|NC_015768.1_mrna_XM_012309956.2_8003	LOC100649577
lcl|NC_015768.1_mrna_XM_012309959.2_8004	LOC100649136
lcl|NC_015768.1_mrna_XM_003396315.3_8005	LOC100649136
lcl|NC_015768.1_mrna_XM_020863614.1_8006	LOC100649136
lcl|NC_015768.1_mrna_XM_012309960.2_8007	LOC100649136
lcl|NC_015768.1_mrna_XM_020863619.1_8008	LOC100649257
lcl|NC_015768.1_mrna_XM_012309968.2_8009	LOC100649257
lcl|NC_015768.1_mrna_XM_012309970.2_8010	LOC100649257
lcl|NC_015768.1_mrna_XM_012309967.2_8011	LOC100649257
lcl|NC_015768.1_mrna_XM_012309969.2_8012	LOC100649257
lcl|NC_015768.1_mrna_XM_012309971.2_8013	LOC100649257
lcl|NC_015768.1_ncrna_XR_002307816.1_8014	LOC110119389
lcl|NC_015768.1_ncrna_XR_002307815.1_8015	LOC110119389
lcl|NC_015768.1_mrna_XM_012309964.2_8016	LOC100649692
lcl|NC_015768.1_mrna_XM_012309966.2_8017	LOC100649692
lcl|NC_015768.1_mrna_XM_012309963.2_8018	LOC100649692
lcl|NC_015768.1_mrna_XM_003396321.3_8019	LOC100649808
lcl|NC_015768.1_mrna_XM_012309962.2_8020	LOC100649808
lcl|NC_015768.1_mrna_XM_020863615.1_8021	LOC100649808
lcl|NC_015768.1_mrna_XM_020863995.1_8022	LOC100649452
lcl|NC_015768.1_mrna_XM_020863621.1_8023	LOC105665882
lcl|NC_015768.1_mrna_XM_003396322.3_8024	LOC100649927
lcl|NC_015768.1_mrna_XM_003396323.3_8025	LOC100649927
lcl|NC_015768.1_mrna_XM_012309976.2_8026	LOC100650440
lcl|NC_015768.1_mrna_XM_020863617.1_8027	LOC100650440
lcl|NC_015768.1_mrna_XM_012309981.2_8028	LOC100650440
lcl|NC_015768.1_mrna_XM_020863618.1_8029	LOC100650440
lcl|NC_015768.1_mrna_XM_012309979.2_8030	LOC100650440
lcl|NC_015768.1_mrna_XM_012309978.2_8031	LOC100650440
lcl|NC_015768.1_mrna_XM_012309975.2_8032	LOC100650440
lcl|NC_015768.1_mrna_XM_012309977.1_8033	LOC100650440
lcl|NC_015768.1_mrna_XM_012309980.2_8034	LOC100650440
lcl|NC_015768.1_mrna_XM_003396325.3_8035	LOC100650440
lcl|NC_015768.1_miscrna_XR_001098827.2_8036	LOC100650440
lcl|NC_015768.1_mrna_XM_012309982.2_8037	LOC100650440
lcl|NC_015768.1_ncrna_XR_002307817.1_8038	LOC105665883
lcl|NC_015768.1_mrna_XM_020863622.1_8039	LOC110119388
lcl|NC_015768.1_mrna_XM_012309986.2_8040	LOC100650561
lcl|NC_015768.1_mrna_XM_012309983.2_8041	LOC100650561
